c,a,b,lambda,class,mu,K_lam_mu
5,11,10,"(11, 10, 5)",col_strict,"(21, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,11,10,"(11, 10, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1638
5,11,10,"(11, 10, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",26208
5,11,10,"(11, 10, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",218960
5,11,10,"(11, 10, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1268064
5,11,10,"(11, 10, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5697720
5,11,10,"(11, 10, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",21054432
5,11,10,"(11, 10, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",66093552
5,11,10,"(11, 10, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",179071200
5,11,10,"(11, 10, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",418936168
5,11,10,"(11, 10, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",828719808
5,11,10,"(11, 10, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1297994880
5,11,10,"(11, 10, 5)",two_part,"(24, 2)",0
5,11,10,"(11, 10, 5)",two_part,"(23, 3)",0
5,11,10,"(11, 10, 5)",two_part,"(22, 4)",0
5,11,10,"(11, 10, 5)",two_part,"(21, 5)",0
5,11,10,"(11, 10, 5)",two_part,"(20, 6)",0
5,11,10,"(11, 10, 5)",two_part,"(19, 7)",0
5,11,10,"(11, 10, 5)",two_part,"(18, 8)",0
5,11,10,"(11, 10, 5)",two_part,"(17, 9)",0
5,11,10,"(11, 10, 5)",two_part,"(16, 10)",0
5,11,10,"(11, 10, 5)",two_part,"(15, 11)",0
5,11,10,"(11, 10, 5)",two_part,"(14, 12)",0
5,11,10,"(11, 10, 5)",two_part,"(13, 13)",0
5,11,10,"(11, 10, 5)",hook_A,"(22, 2, 2)",0
5,11,10,"(11, 10, 5)",hook_A,"(20, 2, 2, 2)",0
5,11,10,"(11, 10, 5)",hook_A,"(18, 2, 2, 2, 2)",0
5,11,10,"(11, 10, 5)",hook_A,"(16, 2, 2, 2, 2, 2)",0
5,11,10,"(11, 10, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2)",0
5,11,10,"(11, 10, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2)",0
5,11,10,"(11, 10, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2)",1512
5,11,10,"(11, 10, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2)",31752
5,11,10,"(11, 10, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",275184
5,11,10,"(11, 10, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1364220
5,11,10,"(11, 10, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",3916848
5,12,5,"(12, 5, 5)",col_strict,"(22,)",0
5,12,5,"(12, 5, 5)",col_strict,"(21, 1)",0
5,12,5,"(12, 5, 5)",col_strict,"(20, 1, 1)",0
5,12,5,"(12, 5, 5)",col_strict,"(19, 1, 1, 1)",0
5,12,5,"(12, 5, 5)",col_strict,"(18, 1, 1, 1, 1)",0
5,12,5,"(12, 5, 5)",col_strict,"(17, 1, 1, 1, 1, 1)",0
5,12,5,"(12, 5, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1)",0
5,12,5,"(12, 5, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1)",0
5,12,5,"(12, 5, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,5,"(12, 5, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,5,"(12, 5, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",42
5,12,5,"(12, 5, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",462
5,12,5,"(12, 5, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2772
5,12,5,"(12, 5, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",12012
5,12,5,"(12, 5, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",42042
5,12,5,"(12, 5, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",126126
5,12,5,"(12, 5, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",336336
5,12,5,"(12, 5, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",816816
5,12,5,"(12, 5, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1832328
5,12,5,"(12, 5, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3790728
5,12,5,"(12, 5, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7023312
5,12,5,"(12, 5, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",10744272
5,12,5,"(12, 5, 5)",two_part,"(20, 2)",0
5,12,5,"(12, 5, 5)",two_part,"(19, 3)",0
5,12,5,"(12, 5, 5)",two_part,"(18, 4)",0
5,12,5,"(12, 5, 5)",two_part,"(17, 5)",0
5,12,5,"(12, 5, 5)",two_part,"(16, 6)",0
5,12,5,"(12, 5, 5)",two_part,"(15, 7)",0
5,12,5,"(12, 5, 5)",two_part,"(14, 8)",0
5,12,5,"(12, 5, 5)",two_part,"(13, 9)",0
5,12,5,"(12, 5, 5)",two_part,"(12, 10)",0
5,12,5,"(12, 5, 5)",two_part,"(11, 11)",0
5,12,5,"(12, 5, 5)",hook_A,"(18, 2, 2)",0
5,12,5,"(12, 5, 5)",hook_A,"(16, 2, 2, 2)",0
5,12,5,"(12, 5, 5)",hook_A,"(14, 2, 2, 2, 2)",0
5,12,5,"(12, 5, 5)",hook_A,"(12, 2, 2, 2, 2, 2)",6
5,12,5,"(12, 5, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2)",171
5,12,5,"(12, 5, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2)",1526
5,12,5,"(12, 5, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2)",8288
5,12,5,"(12, 5, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2)",33048
5,12,5,"(12, 5, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",89694
5,12,7,"(12, 7, 5)",col_strict,"(24,)",0
5,12,7,"(12, 7, 5)",col_strict,"(23, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(22, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(21, 1, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(20, 1, 1, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(19, 1, 1, 1, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,7,"(12, 7, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",297
5,12,7,"(12, 7, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3861
5,12,7,"(12, 7, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",27027
5,12,7,"(12, 7, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",135135
5,12,7,"(12, 7, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",540540
5,12,7,"(12, 7, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1837836
5,12,7,"(12, 7, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5508000
5,12,7,"(12, 7, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",14860584
5,12,7,"(12, 7, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",36366570
5,12,7,"(12, 7, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",80058780
5,12,7,"(12, 7, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",153681462
5,12,7,"(12, 7, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",238292604
5,12,7,"(12, 7, 5)",two_part,"(22, 2)",0
5,12,7,"(12, 7, 5)",two_part,"(21, 3)",0
5,12,7,"(12, 7, 5)",two_part,"(20, 4)",0
5,12,7,"(12, 7, 5)",two_part,"(19, 5)",0
5,12,7,"(12, 7, 5)",two_part,"(18, 6)",0
5,12,7,"(12, 7, 5)",two_part,"(17, 7)",0
5,12,7,"(12, 7, 5)",two_part,"(16, 8)",0
5,12,7,"(12, 7, 5)",two_part,"(15, 9)",0
5,12,7,"(12, 7, 5)",two_part,"(14, 10)",0
5,12,7,"(12, 7, 5)",two_part,"(13, 11)",0
5,12,7,"(12, 7, 5)",two_part,"(12, 12)",0
5,12,7,"(12, 7, 5)",hook_A,"(20, 2, 2)",0
5,12,7,"(12, 7, 5)",hook_A,"(18, 2, 2, 2)",0
5,12,7,"(12, 7, 5)",hook_A,"(16, 2, 2, 2, 2)",0
5,12,7,"(12, 7, 5)",hook_A,"(14, 2, 2, 2, 2, 2)",0
5,12,7,"(12, 7, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2)",36
5,12,7,"(12, 7, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2)",1323
5,12,7,"(12, 7, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2)",14616
5,12,7,"(12, 7, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2)",95040
5,12,7,"(12, 7, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",422415
5,12,7,"(12, 7, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1184139
5,12,9,"(12, 9, 5)",col_strict,"(26,)",0
5,12,9,"(12, 9, 5)",col_strict,"(25, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(24, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(23, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(22, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(21, 1, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,9,"(12, 9, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1001
5,12,9,"(12, 9, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",15015
5,12,9,"(12, 9, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",120120
5,12,9,"(12, 9, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",680680
5,12,9,"(12, 9, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3057552
5,12,9,"(12, 9, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11534976
5,12,9,"(12, 9, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",37752240
5,12,9,"(12, 9, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",109070640
5,12,9,"(12, 9, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",279798750
5,12,9,"(12, 9, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",632995374
5,12,9,"(12, 9, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1229707512
5,12,9,"(12, 9, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1912224600
5,12,9,"(12, 9, 5)",two_part,"(24, 2)",0
5,12,9,"(12, 9, 5)",two_part,"(23, 3)",0
5,12,9,"(12, 9, 5)",two_part,"(22, 4)",0
5,12,9,"(12, 9, 5)",two_part,"(21, 5)",0
5,12,9,"(12, 9, 5)",two_part,"(20, 6)",0
5,12,9,"(12, 9, 5)",two_part,"(19, 7)",0
5,12,9,"(12, 9, 5)",two_part,"(18, 8)",0
5,12,9,"(12, 9, 5)",two_part,"(17, 9)",0
5,12,9,"(12, 9, 5)",two_part,"(16, 10)",0
5,12,9,"(12, 9, 5)",two_part,"(15, 11)",0
5,12,9,"(12, 9, 5)",two_part,"(14, 12)",0
5,12,9,"(12, 9, 5)",two_part,"(13, 13)",0
5,12,9,"(12, 9, 5)",hook_A,"(22, 2, 2)",0
5,12,9,"(12, 9, 5)",hook_A,"(20, 2, 2, 2)",0
5,12,9,"(12, 9, 5)",hook_A,"(18, 2, 2, 2, 2)",0
5,12,9,"(12, 9, 5)",hook_A,"(16, 2, 2, 2, 2, 2)",0
5,12,9,"(12, 9, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2)",0
5,12,9,"(12, 9, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2)",105
5,12,9,"(12, 9, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2)",4900
5,12,9,"(12, 9, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2)",65052
5,12,9,"(12, 9, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",472590
5,12,9,"(12, 9, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2185095
5,12,9,"(12, 9, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",6141564
5,12,11,"(12, 11, 5)",col_strict,"(28,)",0
5,12,11,"(12, 11, 5)",col_strict,"(27, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(26, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(25, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(24, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(23, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,12,11,"(12, 11, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2548
5,12,11,"(12, 11, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",43316
5,12,11,"(12, 11, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",384336
5,12,11,"(12, 11, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2364360
5,12,11,"(12, 11, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11298540
5,12,11,"(12, 11, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",44523612
5,12,11,"(12, 11, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",149822904
5,12,11,"(12, 11, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",439321344
5,12,11,"(12, 11, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1132625340
5,12,11,"(12, 11, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2558547600
5,12,11,"(12, 11, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4948605480
5,12,11,"(12, 11, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7666282260
5,12,11,"(12, 11, 5)",two_part,"(26, 2)",0
5,12,11,"(12, 11, 5)",two_part,"(25, 3)",0
5,12,11,"(12, 11, 5)",two_part,"(24, 4)",0
5,12,11,"(12, 11, 5)",two_part,"(23, 5)",0
5,12,11,"(12, 11, 5)",two_part,"(22, 6)",0
5,12,11,"(12, 11, 5)",two_part,"(21, 7)",0
5,12,11,"(12, 11, 5)",two_part,"(20, 8)",0
5,12,11,"(12, 11, 5)",two_part,"(19, 9)",0
5,12,11,"(12, 11, 5)",two_part,"(18, 10)",0
5,12,11,"(12, 11, 5)",two_part,"(17, 11)",0
5,12,11,"(12, 11, 5)",two_part,"(16, 12)",0
5,12,11,"(12, 11, 5)",two_part,"(15, 13)",0
5,12,11,"(12, 11, 5)",two_part,"(14, 14)",0
5,12,11,"(12, 11, 5)",hook_A,"(24, 2, 2)",0
5,12,11,"(12, 11, 5)",hook_A,"(22, 2, 2, 2)",0
5,12,11,"(12, 11, 5)",hook_A,"(20, 2, 2, 2, 2)",0
5,12,11,"(12, 11, 5)",hook_A,"(18, 2, 2, 2, 2, 2)",0
5,12,11,"(12, 11, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2)",0
5,12,11,"(12, 11, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2)",0
5,12,11,"(12, 11, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2)",238
5,12,11,"(12, 11, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2)",13266
5,12,11,"(12, 11, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",185310
5,12,11,"(12, 11, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1346994
5,12,11,"(12, 11, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",6116715
5,12,11,"(12, 11, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",16921632
5,13,6,"(13, 6, 5)",col_strict,"(24,)",0
5,13,6,"(13, 6, 5)",col_strict,"(23, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(22, 1, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(21, 1, 1, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(20, 1, 1, 1, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(19, 1, 1, 1, 1, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,13,6,"(13, 6, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",132
5,13,6,"(13, 6, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1584
5,13,6,"(13, 6, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",10296
5,13,6,"(13, 6, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",48048
5,13,6,"(13, 6, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",180180
5,13,6,"(13, 6, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",576576
5,13,6,"(13, 6, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1633632
5,13,6,"(13, 6, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4200768
5,13,6,"(13, 6, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",9969072
5,13,6,"(13, 6, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22015680
