c,a,b,lambda,class,mu,K_lam_mu
5,19,8,"(19, 8, 5)",two_part,"(30, 2)",0
5,19,8,"(19, 8, 5)",two_part,"(29, 3)",0
5,19,8,"(19, 8, 5)",two_part,"(28, 4)",0
5,19,8,"(19, 8, 5)",two_part,"(27, 5)",0
5,19,8,"(19, 8, 5)",two_part,"(26, 6)",0
5,19,8,"(19, 8, 5)",two_part,"(25, 7)",0
5,19,8,"(19, 8, 5)",two_part,"(24, 8)",0
5,19,8,"(19, 8, 5)",two_part,"(23, 9)",0
5,19,8,"(19, 8, 5)",two_part,"(22, 10)",0
5,19,8,"(19, 8, 5)",two_part,"(21, 11)",0
5,19,8,"(19, 8, 5)",two_part,"(20, 12)",0
5,19,8,"(19, 8, 5)",two_part,"(19, 13)",0
5,19,8,"(19, 8, 5)",two_part,"(18, 14)",0
5,19,8,"(19, 8, 5)",two_part,"(17, 15)",0
5,19,8,"(19, 8, 5)",two_part,"(16, 16)",0
5,19,8,"(19, 8, 5)",hook_A,"(28, 2, 2)",0
5,19,8,"(19, 8, 5)",hook_A,"(26, 2, 2, 2)",0
5,19,8,"(19, 8, 5)",hook_A,"(24, 2, 2, 2, 2)",0
5,19,8,"(19, 8, 5)",hook_A,"(22, 2, 2, 2, 2, 2)",0
5,19,8,"(19, 8, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2)",0
5,19,8,"(19, 8, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2)",532
5,19,8,"(19, 8, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2)",10192
5,19,8,"(19, 8, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2)",91224
5,19,8,"(19, 8, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",542280
5,19,8,"(19, 8, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2469830
5,19,8,"(19, 8, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",9297948
5,19,8,"(19, 8, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",30258228
5,19,8,"(19, 8, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",86130044
5,19,8,"(19, 8, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",195239616
5,19,10,"(19, 10, 5)",col_strict,"(34,)",0
5,19,10,"(19, 10, 5)",col_strict,"(33, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(32, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(31, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(30, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(29, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(28, 1, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(27, 1, 1, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,10,"(19, 10, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1638
5,19,10,"(19, 10, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",26208
5,19,10,"(19, 10, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",222768
5,19,10,"(19, 10, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1336608
5,19,10,"(19, 10, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6348888
5,19,10,"(19, 10, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",25395552
5,19,10,"(19, 10, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",88884432
5,19,10,"(19, 10, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",279351072
5,19,10,"(19, 10, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",803134332
5,19,10,"(19, 10, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2141691552
5,19,10,"(19, 10, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5354188400
5,19,10,"(19, 10, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",12654397600
5,19,10,"(19, 10, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",28460554200
5,19,10,"(19, 10, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",61197645600
5,19,10,"(19, 10, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",126079808400
5,19,10,"(19, 10, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",248313854880
5,19,10,"(19, 10, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",462520504680
5,19,10,"(19, 10, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",791694209280
5,19,10,"(19, 10, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1158123732480
5,19,10,"(19, 10, 5)",two_part,"(32, 2)",0
5,19,10,"(19, 10, 5)",two_part,"(31, 3)",0
5,19,10,"(19, 10, 5)",two_part,"(30, 4)",0
5,19,10,"(19, 10, 5)",two_part,"(29, 5)",0
5,19,10,"(19, 10, 5)",two_part,"(28, 6)",0
5,19,10,"(19, 10, 5)",two_part,"(27, 7)",0
5,19,10,"(19, 10, 5)",two_part,"(26, 8)",0
5,19,10,"(19, 10, 5)",two_part,"(25, 9)",0
5,19,10,"(19, 10, 5)",two_part,"(24, 10)",0
5,19,10,"(19, 10, 5)",two_part,"(23, 11)",0
5,19,10,"(19, 10, 5)",two_part,"(22, 12)",0
5,19,10,"(19, 10, 5)",two_part,"(21, 13)",0
5,19,10,"(19, 10, 5)",two_part,"(20, 14)",0
5,19,10,"(19, 10, 5)",two_part,"(19, 15)",0
5,19,10,"(19, 10, 5)",two_part,"(18, 16)",0
5,19,10,"(19, 10, 5)",two_part,"(17, 17)",0
5,19,10,"(19, 10, 5)",hook_A,"(30, 2, 2)",0
5,19,10,"(19, 10, 5)",hook_A,"(28, 2, 2, 2)",0
5,19,10,"(19, 10, 5)",hook_A,"(26, 2, 2, 2, 2)",0
5,19,10,"(19, 10, 5)",hook_A,"(24, 2, 2, 2, 2, 2)",0
5,19,10,"(19, 10, 5)",hook_A,"(22, 2, 2, 2, 2, 2, 2)",0
5,19,10,"(19, 10, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2, 2)",0
5,19,10,"(19, 10, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2, 2)",1512
5,19,10,"(19, 10, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2, 2)",35280
5,19,10,"(19, 10, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",373464
5,19,10,"(19, 10, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2575584
5,19,10,"(19, 10, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",13415424
5,19,10,"(19, 10, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",57065788
5,19,10,"(19, 10, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",206482094
5,19,10,"(19, 10, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",633598056
5,19,10,"(19, 10, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1481870416
5,19,12,"(19, 12, 5)",col_strict,"(36,)",0
5,19,12,"(19, 12, 5)",col_strict,"(35, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(34, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(33, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(32, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(31, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(30, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(29, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(28, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(27, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,12,"(19, 12, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3808
5,19,12,"(19, 12, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",68544
5,19,12,"(19, 12, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",651168
5,19,12,"(19, 12, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4341120
5,19,12,"(19, 12, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22790880
5,19,12,"(19, 12, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",100279872
5,19,12,"(19, 12, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",384406176
5,19,12,"(19, 12, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1317964032
5,19,12,"(19, 12, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4118597120
5,19,12,"(19, 12, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11897233920
5,19,12,"(19, 12, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",32111164800
5,19,12,"(19, 12, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",81641064960
5,19,12,"(19, 12, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",196658280000
5,19,12,"(19, 12, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",450276865920
5,19,12,"(19, 12, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",980010400320
5,19,12,"(19, 12, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2018022266880
5,19,12,"(19, 12, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3881373957120
5,19,12,"(19, 12, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6770569512960
5,19,12,"(19, 12, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",9977681387520
5,19,12,"(19, 12, 5)",two_part,"(34, 2)",0
5,19,12,"(19, 12, 5)",two_part,"(33, 3)",0
5,19,12,"(19, 12, 5)",two_part,"(32, 4)",0
5,19,12,"(19, 12, 5)",two_part,"(31, 5)",0
5,19,12,"(19, 12, 5)",two_part,"(30, 6)",0
5,19,12,"(19, 12, 5)",two_part,"(29, 7)",0
5,19,12,"(19, 12, 5)",two_part,"(28, 8)",0
5,19,12,"(19, 12, 5)",two_part,"(27, 9)",0
5,19,12,"(19, 12, 5)",two_part,"(26, 10)",0
5,19,12,"(19, 12, 5)",two_part,"(25, 11)",0
5,19,12,"(19, 12, 5)",two_part,"(24, 12)",0
5,19,12,"(19, 12, 5)",two_part,"(23, 13)",0
5,19,12,"(19, 12, 5)",two_part,"(22, 14)",0
5,19,12,"(19, 12, 5)",two_part,"(21, 15)",0
5,19,12,"(19, 12, 5)",two_part,"(20, 16)",0
5,19,12,"(19, 12, 5)",two_part,"(19, 17)",0
5,19,12,"(19, 12, 5)",two_part,"(18, 18)",0
5,19,12,"(19, 12, 5)",hook_A,"(32, 2, 2)",0
5,19,12,"(19, 12, 5)",hook_A,"(30, 2, 2, 2)",0
5,19,12,"(19, 12, 5)",hook_A,"(28, 2, 2, 2, 2)",0
5,19,12,"(19, 12, 5)",hook_A,"(26, 2, 2, 2, 2, 2)",0
5,19,12,"(19, 12, 5)",hook_A,"(24, 2, 2, 2, 2, 2, 2)",0
5,19,12,"(19, 12, 5)",hook_A,"(22, 2, 2, 2, 2, 2, 2, 2)",0
5,19,12,"(19, 12, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,19,12,"(19, 12, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2, 2, 2)",3528
5,19,12,"(19, 12, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",98280
5,19,12,"(19, 12, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1211364
5,19,12,"(19, 12, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",9568152
5,19,12,"(19, 12, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",56337424
5,19,12,"(19, 12, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",266829472
5,19,12,"(19, 12, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1049978916
5,19,12,"(19, 12, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",3389126176
5,19,12,"(19, 12, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",8063388864
5,19,14,"(19, 14, 5)",col_strict,"(38,)",0
5,19,14,"(19, 14, 5)",col_strict,"(37, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(36, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(35, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(34, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(33, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(32, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(31, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(30, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(29, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(28, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(27, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,14,"(19, 14, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7752
5,19,14,"(19, 14, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",155040
5,19,14,"(19, 14, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1627920
5,19,14,"(19, 14, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11938080
5,19,14,"(19, 14, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",68643960
5,19,14,"(19, 14, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",329491008
5,19,14,"(19, 14, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1372838720
5,19,14,"(19, 14, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5098213120
5,19,14,"(19, 14, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",17195812920
5,19,14,"(19, 14, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",53409676320
5,19,14,"(19, 14, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",154311197040
5,19,14,"(19, 14, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",417702186720
5,19,14,"(19, 14, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1064161654920
5,19,14,"(19, 14, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2556590296320
5,19,14,"(19, 14, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5785378283520
5,19,14,"(19, 14, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",12264233372160
5,19,14,"(19, 14, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24042203254080
5,19,14,"(19, 14, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",42360602676480
5,19,14,"(19, 14, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",62627767994880
5,19,14,"(19, 14, 5)",two_part,"(36, 2)",0
5,19,14,"(19, 14, 5)",two_part,"(35, 3)",0
5,19,14,"(19, 14, 5)",two_part,"(34, 4)",0
5,19,14,"(19, 14, 5)",two_part,"(33, 5)",0
5,19,14,"(19, 14, 5)",two_part,"(32, 6)",0
5,19,14,"(19, 14, 5)",two_part,"(31, 7)",0
5,19,14,"(19, 14, 5)",two_part,"(30, 8)",0
5,19,14,"(19, 14, 5)",two_part,"(29, 9)",0
5,19,14,"(19, 14, 5)",two_part,"(28, 10)",0
5,19,14,"(19, 14, 5)",two_part,"(27, 11)",0
5,19,14,"(19, 14, 5)",two_part,"(26, 12)",0
5,19,14,"(19, 14, 5)",two_part,"(25, 13)",0
5,19,14,"(19, 14, 5)",two_part,"(24, 14)",0
5,19,14,"(19, 14, 5)",two_part,"(23, 15)",0
5,19,14,"(19, 14, 5)",two_part,"(22, 16)",0
5,19,14,"(19, 14, 5)",two_part,"(21, 17)",0
5,19,14,"(19, 14, 5)",two_part,"(20, 18)",0
5,19,14,"(19, 14, 5)",two_part,"(19, 19)",0
5,19,14,"(19, 14, 5)",hook_A,"(34, 2, 2)",0
5,19,14,"(19, 14, 5)",hook_A,"(32, 2, 2, 2)",0
5,19,14,"(19, 14, 5)",hook_A,"(30, 2, 2, 2, 2)",0
5,19,14,"(19, 14, 5)",hook_A,"(28, 2, 2, 2, 2, 2)",0
5,19,14,"(19, 14, 5)",hook_A,"(26, 2, 2, 2, 2, 2, 2)",0
5,19,14,"(19, 14, 5)",hook_A,"(24, 2, 2, 2, 2, 2, 2, 2)",0
5,19,14,"(19, 14, 5)",hook_A,"(22, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,19,14,"(19, 14, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0
